CPRO,CGEN,CRAC,CJOB,CQUI,TEIN,TAIN,TSII,TOIN,FEDU,FVTP,FCRA,FTAP,LHO1,LHO2,LHO3,LHO4,LCRE,LSAV,LWDA,PPO1,PPO2,PPO3,PPO4,PPO5,ARO1,ARO2,ARO3,ARO4,ARO5
3,1,1,1,5,20,20,0,0,0,1,2,2,1,,,,7,,270,4,5,2,1,2,1,1,1,1,2
3,1,1,1,5,22,22,0,0,0,1,2,1,1,,,,7,,300,3,5,2,1,3,1,1,1,1,2
3,2,1,1,5,19,19,0,0,0,1,2,2,1,,,,7,,300,5,5,2,1,1,1,1,1,2,2
3,1,1,1,5,21,21,0,0,0,1,2,2,1,,,,7,,300,4,5,4,1,2,1,1,1,1,1
3,1,2,1,5,33,25,0,8,0,1,1,2,1,,,,,,120,5,5,3,1,2,1,1,1,2,2
3,1,2,1,4,30,24,0,6,0,1,1,1,1,,,,,,220,5,5,3,1,2,1,1,1,,2
3,1,2,1,4,27,25,2,0,0,1,1,1,1,,,,,,180,5,5,3,1,2,1,1,1,3,2
3,1,2,1,5,22,22,0,0,0,1,1,2,1,,,,,,280,5,5,3,1,2,1,1,1,3,2
3,1,1,1,5,21,21,0,0,0,1,1,1,1,,,,,,150,5,3,4,1,2,1,1,1,,2
3,1,2,,4,26,23,2,1,0,1,1,1,1,,,,,,200,5,5,3,1,1,1,1,1,2,2
3,1,2,1,4,26,26,0,0,0,1,1,2,1,,,,,,180,4,4,3,1,3,1,1,1,3,3
3,1,2,1,5,21,17,0,4,0,1,1,1,1,,,,,,280,3,1,2,1,1,1,1,1,1,3
3,1,2,1,4,27,22,2,3,0,1,1,1,1,,,,,,190,5,5,3,1,2,1,1,1,3,2
3,1,2,1,4,27,23,2,2,0,1,1,2,1,,,,,,180,5,5,3,1,2,1,1,1,3,2
3,1,2,1,5,17,17,0,0,0,1,1,1,1,,,,,,300,1,2,4,3,3,1,1,1,1,2
3,2,2,1,5,23,22,2,-1,0,1,1,1,1,,,,,,300,1,1,2,1,3,1,1,1,3,3
3,1,2,1,5,21,21,0,0,0,1,1,1,1,,,,,,180,1,1,1,3,3,1,1,1,3,2
3,1,2,1,5,20,0,20,0,0,1,1,2,,1,,,,,180,2,2,1,1,2,1,1,1,2,1
3,1,2,1,3,32,32,0,0,0,1,1,2,1,,,,,,320,3,5,1,1,3,1,1,1,3,1
3,1,2,1,3,47,37,10,0,0,1,2,1,,1,,,23,,310,4,5,2,1,3,1,1,1,3,1
3,1,2,1,3,36,28,8,0,0,1,1,1,,1,,,,,310,4,5,2,1,3,1,1,1,1,1
3,1,2,1,3,38,31,7,0,0,1,1,1,,1,,,,,320,3,5,1,1,2,1,1,1,1,1
2,1,1,3,3,25,22,3,0,0,1,1,1,,1,,,,,60,3,1,1,1,1,1,1,1,1,1
2,1,2,1,3,37,0,19,18,0,1,1,1,,1,,,,,320,3,5,1,1,2,1,1,1,1,1
2,1,1,1,3,48,13,15,20,0,1,1,1,,,1,,,,180,1,1,2,,3,1,1,1,3,3
2,1,2,,3,38,5,12,21,0,1,1,2,,1,,,,10,,2,,2,1,3,1,1,1,1,3
2,2,1,,3,39,18,0,21,0,1,1,,,1,,,,,,,,,1,1,1,1,1,1,1
2,2,1,3,3,25,17,0,8,0,1,1,2,,1,,,,,360,1,,3,1,1,2,1,1,2,1
2,1,1,1,3,29,22,0,7,0,1,1,2,,1,,,,5,300,1,1,3,1,2,1,1,1,1,1
2,2,1,1,3,36,21,0,15,0,1,1,2,,1,,,,,,1,1,,1,1,1,1,1,1,1
2,2,1,3,3,38,18,0,20,0,1,1,2,,,1,,,5,180,1,1,1,1,1,1,1,1,1,1
2,1,1,3,2,30,20,0,10,1,1,1,2,,,1,,,,,3,3,2,1,1,1,1,1,1,2
2,1,1,,2,40,10,30,0,2,2,2,2,,,,1,20,20,,3,3,3,1,1,1,1,1,1,1
2,2,1,,,28,22,0,6,0,1,1,2,,,,,,1,60,3,3,3,1,1,1,1,1,1,2
2,1,1,3,1,94,32,22,40,2,2,1,2,,,,1,,,,1,1,3,1,,,1,1,,
2,2,1,3,3,38,23,0,15,0,1,1,,,1,,,,,,,,5,1,,,1,1,,
2,2,1,2,5,14,8,0,6,0,1,2,2,,1,,,4,,360,,,5,1,1,1,1,1,1,1
2,1,1,3,3,42,27,0,15,0,1,1,1,,1,,,,8,160,3,2,1,1,1,1,1,1,1,1
2,1,1,,3,45,30,0,15,0,1,1,2,,1,,,,,,1,1,5,1,2,1,3,3,1,2
2,2,1,,5,19,19,0,0,0,1,1,,,1,,,,,,,,,1,1,1,1,1,1,2
2,2,1,3,3,30,20,0,10,0,1,1,,,,1,,,,,,,5,1,3,1,1,1,1,3
2,2,2,3,3,29,16,0,13,0,1,1,1,,1,,,,10,180,2,1,5,1,3,1,1,1,3,3
2,2,1,3,2,30,0,0,30,1,1,1,2,,,1,,,,120,,,3,1,1,1,1,1,,2
2,2,1,3,3,33,33,0,0,0,1,1,,,1,,,,,,,,5,1,3,1,1,1,1,3
2,2,1,3,5,19,19,0,0,0,1,1,,1,,,,,,,,,3,1,2,1,1,1,1,2
2,2,1,3,3,29,21,0,8,0,1,1,2,,1,,,,4,210,1,1,1,1,3,1,3,1,1,3
2,1,2,,3,21,16,0,5,0,1,1,,,1,,,,,,,,5,1,1,1,1,1,1,1
2,2,1,3,3,37,29,0,8,0,1,1,,1,,,,,,,,,5,1,3,3,1,1,3,3
2,2,1,3,3,30,15,0,15,1,1,1,2,,,,,,,300,,,4,1,1,1,1,1,2,2
2,2,1,3,3,38,26,0,12,1,1,1,,1,,,,,,,,,5,1,3,3,1,1,3,3
2,2,1,3,3,46,27,0,19,1,1,1,2,,,1,,,10,360,1,1,3,1,3,1,1,1,1,1
2,1,1,3,4,21,15,0,6,0,1,1,2,,1,,,,30,360,,2,3,1,1,2,1,1,1,1
2,1,1,,3,52,32,0,20,0,1,2,2,,,1,,7,2,360,1,1,3,1,3,1,1,1,1,1
2,2,1,2,2,25,25,0,0,1,1,1,,,,1,,,30,,,,,1,1,1,3,1,3,3
2,1,1,2,4,27,12,0,15,0,1,1,,,1,,,,,,,,2,1,3,3,1,1,3,3
2,1,1,3,3,38,30,0,8,0,1,1,1,,1,,,,,360,1,5,3,1,2,1,2,1,1,1
2,1,1,1,3,54,30,0,24,0,1,1,2,,,1,,,,360,1,1,3,1,3,1,1,1,1,1
2,1,1,2,2,79,22,22,35,2,2,1,,,,1,,,,,,,5,2,2,1,1,1,2,2
2,2,1,3,2,68,22,18,28,3,2,1,2,,,,1,,,,,,5,3,3,3,3,3,3,3
2,2,1,3,3,34,19,0,15,0,1,1,,,,1,,,,,,,5,1,3,1,1,1,3,3
2,1,1,2,5,32,0,17,15,0,1,1,1,,1,,,,4,100,2,1,2,1,3,3,1,1,3,3
2,1,1,1,3,50,26,0,24,0,1,1,2,,,1,,,15,120,2,1,2,1,1,1,1,1,1,1
2,1,1,3,5,19,19,0,0,0,1,1,,1,,,,,,,,,,1,1,1,1,1,2,1
2,2,1,3,4,14,14,0,0,0,1,1,,,1,,,,,,,,,1,1,1,1,1,2,1
2,1,1,1,3,49,29,0,20,0,1,1,2,,1,,,,8,180,1,1,1,1,3,1,1,1,3,3
2,2,1,1,5,21,20,0,1,0,1,1,2,,1,,,,6,180,1,1,1,1,3,2,1,1,1,3
2,1,1,1,3,50,40,10,0,0,1,1,2,,1,,,,8,180,1,1,1,1,3,1,1,1,3,3
2,1,1,1,3,43,28,0,15,0,1,1,2,,1,,,,6,180,1,1,1,1,3,1,1,1,3,3
2,1,1,1,3,69,54,15,0,1,1,1,2,,,1,,,,300,2,,2,1,3,1,1,1,1,3
2,1,1,1,4,35,30,5,0,0,1,1,1,,1,,,,,,,1,4,1,3,1,1,1,3,3
2,2,1,1,5,9,9,0,0,0,1,1,1,1,,,,,,180,,1,4,1,3,1,1,1,3,3
2,2,1,1,3,35,35,0,0,1,1,1,2,,,1,,,,180,1,1,2,1,3,1,1,1,3,3
2,1,2,1,3,45,35,0,10,1,1,1,,1,,,,,,180,1,1,3,1,3,1,1,1,3,3
2,1,1,2,5,16,0,10,6,0,1,1,,1,,,,,,,,,,1,1,1,1,1,2,1
2,1,1,2,5,12,4,0,8,0,1,1,1,1,,,,,10,200,,,3,1,1,1,1,1,2,2
2,1,1,2,4,12,5,0,7,0,1,1,2,1,,,,,,250,3,,3,1,1,1,1,1,2,2
2,2,1,1,3,32,17,0,15,1,1,1,1,,1,,,,30,200,1,1,1,1,3,,3,1,3,3
2,2,1,1,3,46,28,0,18,0,1,1,1,,1,,,,2,180,1,1,3,1,3,1,1,1,3,3
2,1,1,1,3,40,40,0,0,0,1,1,1,,1,,,,8,180,1,1,2,1,3,1,1,1,3,3
2,1,1,3,4,20,0,0,20,0,1,2,,,1,,,8,,,,,2,2,1,1,1,1,2,2
2,1,1,3,3,35,0,0,35,1,1,1,,1,,,,,,,,,,3,2,2,3,1,1,1
2,1,1,3,3,55,0,20,35,0,1,2,,,,1,,8,,,,,,3,1,2,3,1,1,1
2,1,1,3,3,29,29,0,0,0,1,1,,,,1,,,,,,,,1,1,2,1,1,,1
2,2,1,3,3,17,11,4,2,1,1,1,2,,,1,,,,30,,,3,1,1,2,1,1,1,1
2,2,1,3,3,40,0,15,25,0,1,2,,,1,,,8,,,,,4,1,1,3,1,1,1,2
2,2,1,3,3,40,10,0,30,0,1,1,2,,,1,,,,,,,2,1,1,1,1,1,,
2,1,1,3,3,67,32,0,35,0,1,1,2,,1,,,,,,,,3,1,1,2,1,1,1,
2,2,1,3,3,60,32,0,28,0,1,1,2,,,1,,,,300,,,3,1,1,2,1,1,,
2,1,1,3,3,31,8,3,20,0,1,2,2,,1,,,8,,,,,4,1,1,1,1,1,,
2,2,1,2,3,32,0,5,27,0,1,1,2,1,,,,,,150,4,1,1,1,1,1,1,1,1,1
2,1,1,,4,17,17,0,0,0,1,1,2,,1,,,,5,300,1,1,1,1,3,1,1,1,1,3
2,2,1,3,2,72,16,40,16,3,2,2,2,,,1,,100,,90,1,1,1,1,3,1,,1,1,3
2,1,1,1,3,38,13,0,25,0,1,1,1,,1,,,,7,300,2,1,1,1,3,1,1,1,1,3
2,1,1,3,3,34,19,5,10,0,1,1,1,,1,,,,,200,2,1,1,1,3,1,1,1,1,1
2,1,1,3,3,37,23,0,14,0,1,1,1,,1,,,,,320,1,1,1,1,3,1,1,1,1,1
2,2,1,2,3,33,7,11,15,0,1,1,1,,1,,,,,300,2,3,3,1,1,1,1,1,2,2
2,1,1,,3,27,25,2,0,0,1,1,2,,1,,,,1,200,2,1,5,1,3,1,2,1,1,2
2,1,1,3,4,32,17,15,0,0,1,1,1,,1,,,,,300,1,3,3,1,1,1,1,1,2,2
2,1,1,1,3,34,22,2,10,0,1,1,2,,1,,,,2,200,1,1,5,3,2,1,1,1,3,3
2,1,1,1,3,30,30,0,0,1,1,1,1,1,,,,,5,30,,1,3,1,1,1,1,1,1,2
2,1,1,1,3,29,29,0,0,1,1,1,1,1,,,,,,320,1,1,3,1,1,1,1,1,1,1
2,1,1,1,3,41,31,0,10,1,1,1,1,1,,,,,4,310,2,1,3,1,1,1,1,1,1,1
2,1,1,,5,19,19,0,0,1,1,1,2,,,1,,,30,200,2,1,1,1,1,,1,,1,1
2,1,1,,3,35,23,0,12,1,1,1,1,,,1,,,10,360,2,1,2,1,3,1,1,1,1,3
2,1,1,,3,30,15,15,0,1,1,1,2,,1,,,,,100,1,1,5,2,3,1,1,1,1,1
2,1,2,1,5,8,8,0,0,0,1,1,1,1,,,,,,,5,1,3,,,,,,,
2,2,1,1,5,10,10,0,0,0,1,1,1,1,,,,,,,5,1,3,,,,,,,
2,1,2,1,4,28,28,0,0,0,1,1,1,1,,,,,,,4,1,3,,,,,,,
2,1,2,1,3,30,30,0,0,1,1,1,1,,1,,,,,,5,1,2,,,,,,,
2,1,2,1,4,27,27,0,0,0,1,2,1,1,,,,10,,270,3,1,3,1,1,2,1,1,1,1
2,1,2,1,5,17,13,0,4,0,1,1,1,,1,,,,,270,3,1,3,1,1,2,1,1,1,1
2,1,2,1,5,20,20,0,0,0,1,1,1,,1,,,,,270,4,1,2,1,1,2,1,1,1,1
2,1,2,1,4,16,16,0,0,0,1,2,1,,1,,,10,2,,5,1,3,1,1,2,1,1,1,1
2,1,2,1,4,18,18,0,0,0,1,1,1,,1,,,,,270,5,1,3,1,1,2,1,1,1,1
2,1,2,1,4,14,14,0,0,0,1,1,1,,1,,,,,270,4,1,3,1,1,2,11,1,1,1
2,1,2,1,4,25,25,0,0,0,1,2,1,,1,,,15,,270,4,1,3,1,1,2,1,1,1,1
2,1,2,1,2,45,45,0,0,2,2,1,2,,,1,,,,300,,5,,1,2,1,1,1,1,1
2,1,2,1,3,55,45,0,10,1,1,1,,,1,,,,,,,,1,3,1,,,3,3,
2,2,2,,3,38,23,15,0,1,1,1,1,,1,,,,,,,,4,1,1,2,2,1,1,1
2,1,2,3,2,52,22,0,30,1,1,1,,,,,1,,,,,,2,2,3,1,1,1,3,1
2,2,2,3,2,50,20,30,0,1,1,2,2,,,,1,10,10,,5,2,,2,2,2,1,1,3,3
2,1,2,2,3,35,20,15,0,,,1,2,,1,,,,,,4,4,2,2,2,2,2,3,2,3
2,2,2,1,3,60,0,60,0,,,1,1,,1,,,,20,,5,2,2,2,3,2,1,1,2,3
2,2,2,1,3,60,30,30,0,,,1,2,,1,,,,20,,2,2,2,2,3,2,1,1,2,3
2,1,2,1,3,47,17,30,0,,,1,,,1,,,,,340,,,2,1,2,1,,,,
2,1,2,1,3,30,30,0,0,,,2,1,,1,,,20,,,5,5,,2,2,2,1,1,2,2
2,1,2,1,2,70,0,70,0,2,2,1,,,,,1,,,,,,2,2,1,1,,,,
2,2,2,1,3,40,12,0,28,,,2,,,1,,,10,,210,,,,,1,,1,,1,
2,1,2,1,5,3,3,0,0,,,1,1,1,,,,,,180,,,1,,,,,,,
2,1,2,1,5,4,4,0,0,,,1,1,1,,,,,,180,,,3,,,,,,,
2,1,2,1,5,11,11,0,0,,,1,1,1,,,,,,180,,,4,,,,,,,
2,2,2,1,5,16,16,0,0,,,1,1,1,,,,,,180,,,3,,,,,,,
2,1,2,2,3,30,20,5,5,,,1,2,,1,,,,30,,2,4,3,1,2,1,1,1,1,1
2,1,2,1,5,19,19,0,0,,,1,1,,1,,,,,200,,,2,,,,,,,
2,1,2,1,2,100,60,20,20,,,2,2,,,,1,20,,100,4,3,3,1,3,1,1,1,3,1
2,2,2,1,2,100,60,20,20,1,1,2,2,,,,1,20,40,100,4,3,1,1,3,1,1,1,3,1
2,1,1,2,1,150,70,10,70,3,2,1,2,,,,1,,50,100,4,3,1,1,1,2,1,1,2,2
2,1,1,3,1,150,50,50,50,,,1,2,,,1,,,30,150,3,3,1,1,2,1,1,1,1,1
2,1,1,2,3,30,25,5,0,,,1,2,,,1,,,20,,2,4,1,1,3,1,1,1,1,1
2,1,1,2,2,70,50,0,20,2,2,1,2,,,,1,,80,120,2,3,2,1,1,1,1,1,2,2
2,1,2,2,3,30,25,5,0,,,1,2,,,1,,,20,,2,4,1,1,3,2,1,1,1,1
2,2,2,2,3,43,13,30,0,,,1,2,,,1,,,110,200,4,5,2,1,1,1,1,1,3,3
2,1,2,2,3,35,25,5,5,,,1,2,,1,,,,15,,2,4,2,2,1,1,1,1,2,3
2,2,2,,3,38,23,0,15,,,1,2,1,,,,,,,,,2,1,2,2,1,1,1,1
2,1,2,1,3,35,25,10,0,,,1,2,,,1,,,,,4,4,2,1,2,2,1,1,1,1
5,1,2,1,5,23,23,0,0,0,1,1,2,1,,,,,3,200,,,4,1,2,2,1,1,1,1
5,1,2,1,4,28,28,0,0,0,1,1,,,1,,,,,,,,,,,,,,,
5,1,1,1,3,29,21,8,0,0,1,1,,,1,,,,,300,,,,,,,,,,
5,2,1,1,5,11,11,0,0,0,1,1,2,1,,,,,,365,3,2,4,1,1,1,1,1,,2
5,1,1,3,2,79,24,0,55,1,1,1,2,,,,1,,4,180,3,,4,1,1,1,1,1,3,3
5,1,1,1,2,80,20,0,60,0,1,1,2,,,1,,,15,200,4,4,4,2,2,1,1,1,2,1
5,1,1,1,3,35,25,0,10,0,1,1,2,,,1,,,,300,4,3,2,1,2,1,2,1,1,1
5,1,1,1,4,23,23,0,0,0,1,1,1,,1,,,,,250,4,5,3,2,2,1,1,2,1,2
5,1,1,1,4,25,20,5,0,0,1,1,2,,1,,,,4,280,3,3,3,2,1,2,2,2,1,1
5,1,1,1,3,43,22,13,8,1,1,1,1,,,1,,,20,270,3,3,2,1,1,1,1,1,1,2
5,1,1,1,3,31,26,5,0,1,1,1,1,,1,,,,10,260,3,1,2,1,1,1,1,1,2,2
5,1,1,1,3,45,35,0,10,1,1,1,1,,1,,,,,280,2,2,2,2,2,1,2,1,1,2
5,1,1,1,3,25,10,10,5,1,1,1,1,,1,,,,15,280,3,1,4,1,1,2,1,1,1,2
5,1,1,1,3,46,26,0,20,0,1,1,2,,1,,,,10,300,3,3,2,1,1,2,2,1,2,1
5,2,1,1,3,31,21,0,10,0,1,1,2,,1,,,,,365,5,2,3,1,1,1,1,1,1,2
5,1,1,1,3,41,10,,31,1,1,1,2,,1,,,,,350,2,1,2,1,1,1,1,1,3,3
5,1,1,,1,560,340,100,120,3,2,1,2,,,,1,,50,300,4,2,1,2,2,2,1,1,1,1
5,1,1,3,3,61,36,0,25,0,1,1,2,,,1,,,32,250,3,5,2,3,3,1,1,1,1,1
5,1,1,1,3,37,23,14,0,1,1,1,2,,,1,,,8,320,2,5,3,2,1,1,1,3,1,1
5,1,1,3,2,27,14,0,13,2,2,1,2,,,1,,,11,200,2,1,4,1,3,1,1,1,1,1
5,2,1,1,4,15,10,0,5,0,1,1,1,1,,,,,4,300,,,2,3,1,1,1,1,3,3
5,1,1,1,5,15,15,0,0,0,1,1,2,1,,,,,,180,4,4,4,2,1,2,1,1,1,3
5,1,1,1,5,11,11,0,0,0,1,1,1,1,,,,,1,291,2,3,3,3,1,1,1,1,1,2
5,1,1,1,5,21,16,0,5,0,1,1,1,1,,,,,3,300,2,5,2,1,3,1,1,1,1,3
5,1,1,1,2,80,40,0,40,1,1,2,2,,,1,,30,,,2,3,5,1,2,1,1,1,3,3
5,1,1,1,2,68,33,35,0,2,2,1,2,,,1,,,36,300,4,2,4,1,2,1,1,1,1,2
5,1,1,2,3,80,35,45,0,0,1,1,,,1,,,,10,,,,,1,1,1,1,1,1,2
5,1,1,3,4,33,15,0,18,0,1,1,2,,1,,,,11,280,5,5,2,3,3,1,1,1,1,2
5,1,1,1,4,19,13,6,0,0,1,2,1,1,,,,25,,90,2,1,3,,,,,,,
5,1,2,1,4,18,18,,0,0,1,2,2,,1,,,36,,195,5,4,2,3,3,1,1,1,1,3
5,1,2,1,3,31,13,0,18,0,1,1,2,,1,,,,,180,4,4,4,3,3,1,1,1,3,3
5,1,2,1,5,21,21,0,0,0,1,1,1,1,,,,,,200,4,3,2,,3,1,1,1,1,3
5,1,2,1,4,33,33,0,0,0,1,1,2,,1,,,,,190,4,3,2,3,2,1,1,1,3,3
5,1,2,1,5,29,29,0,0,0,1,2,1,,1,,,20,,240,1,1,3,1,3,2,1,1,1,1
5,1,2,1,5,20,20,0,0,0,1,1,1,1,,,,,,240,1,1,3,3,3,3,1,1,1,1
5,1,2,1,5,12,12,0,0,0,1,1,1,1,,,,,,240,1,1,3,1,1,1,1,1,1,1
5,1,1,1,5,15,9,0,6,0,1,2,1,1,,,,10,,230,4,3,2,2,3,1,1,1,1,1
5,1,1,1,4,8,8,0,0,0,1,1,1,1,,,,,,200,4,3,3,3,3,1,3,1,3,3
5,2,2,1,4,20,20,0,0,1,1,2,1,1,,,,10,,190,3,3,3,,,1,1,1,1,
5,1,2,1,4,23,16,0,7,0,1,1,2,,1,,,,,200,4,3,2,2,3,1,1,1,3,3
5,1,1,1,5,33,16,0,17,0,1,2,1,,1,,,26,,150,3,3,2,1,3,1,1,1,3,1
5,1,1,,5,15,15,0,0,0,1,1,2,1,,,,,,300,1,2,2,,,,,,,
5,1,1,1,3,50,34,16,0,0,1,1,2,,1,,,,86,180,4,2,2,1,2,1,1,1,1,1
5,2,1,1,3,27,6,7,14,0,1,2,2,,,1,,5,12,300,1,1,4,2,2,2,2,3,1,2
5,2,1,1,5,12,12,0,0,0,1,2,1,1,,,,10,,300,,,2,1,1,2,1,1,1,2
5,1,1,1,3,73,73,0,0,0,1,1,2,,1,,,,50,200,3,2,1,1,3,3,3,1,1,1
5,1,1,1,1,80,0,0,80,2,2,1,2,,,,1,,130,205,3,5,5,1,3,3,3,1,1,1
5,1,1,1,1,90,40,50,0,2,2,1,2,,,,1,,60,270,1,2,5,2,2,1,1,1,1,2
5,1,1,2,2,92,92,0,0,2,2,1,,,,1,,,70,365,,,,2,2,1,1,1,1,2
5,1,1,2,4,25,17,0,8,1,1,1,1,1,,,,,10,60,,,3,1,1,3,1,1,1,2
5,1,1,1,3,75,40,35,0,0,1,1,2,,,1,,,7,340,1,1,3,1,1,1,1,1,1,2
5,1,1,1,3,45,20,0,25,0,1,1,1,,1,,,,,280,2,1,3,1,1,1,1,1,3,1
5,1,1,1,3,50,20,0,30,0,1,1,1,,1,,,,,300,1,1,2,2,3,3,2,2,2,2
5,1,1,1,4,23,15,0,8,0,1,1,2,1,,,,,,270,1,2,2,2,3,1,2,2,3,2
5,1,1,1,5,8,8,0,0,0,1,1,2,1,,,,,,200,3,2,3,1,1,1,1,1,1,2
5,2,1,3,3,36,12,0,24,0,1,1,2,,1,,,,,100,1,1,3,2,3,3,2,2,3,2
5,1,1,1,1,95,45,50,0,2,2,1,1,,,,1,,,300,1,1,1,3,2,2,1,2,2,3
5,1,1,1,4,19,19,0,0,0,1,1,1,,1,,,,,,1,1,4,3,3,3,3,1,2,3
5,1,1,1,4,10,10,0,0,0,1,1,1,1,,,,,,340,1,1,,3,2,3,2,,3,1
5,1,1,1,4,25,25,0,0,0,1,1,1,,1,,,,,300,1,1,3,3,3,1,1,3,3,1
5,1,1,1,3,26,9,7,10,0,1,1,2,,,1,,,,310,1,1,3,2,3,3,2,3,2,3
5,1,1,1,3,15,15,0,0,0,1,1,1,,1,,,,,300,1,1,2,2,3,3,3,2,3,3
5,1,1,1,4,18,18,0,0,0,1,1,2,,1,,,,,315,1,4,2,1,3,3,2,2,2,2
5,1,1,1,4,20,20,0,0,0,1,1,1,,1,,,,,280,1,1,1,1,3,3,2,1,1,1
5,1,1,2,3,33,13,0,20,0,1,1,1,,1,,,,,230,1,1,3,2,3,1,2,1,3,2
5,1,1,1,3,17,17,0,0,0,1,1,1,1,,,,,,300,1,1,3,3,3,2,2,2,3,2
5,1,1,1,3,26,26,0,0,0,1,1,1,,1,,,,,320,1,1,2,2,3,1,3,1,3,2
5,1,1,1,2,35,35,0,0,1,1,1,1,,,,,,,300,1,1,2,2,3,3,2,2,2,2
5,1,1,1,2,48,35,0,13,1,1,1,1,,,1,,,,280,1,2,2,2,3,2,2,2,2,2
5,1,1,,,0,0,,0,,,1,,,,,,,,,,,,,,,,,,
5,1,1,1,3,25,25,0,0,0,1,1,1,,1,,,,17,60,2,1,3,1,2,2,1,1,1,1
5,1,1,2,3,60,20,30,10,0,1,1,1,,,1,,,,250,1,1,2,1,3,3,2,1,1,1
5,1,1,1,3,60,20,20,20,0,1,1,1,,1,,,,,250,1,1,3,1,1,1,3,1,1,1
5,1,1,1,2,90,35,30,25,1,1,1,2,,,1,,,,100,2,1,2,1,1,1,1,1,3,3
5,1,1,2,1,63,0,23,40,2,2,1,1,,,1,,,,230,1,1,3,1,1,1,1,1,1,1
5,1,1,2,2,75,40,0,35,0,1,1,1,,,,1,,,250,1,1,3,1,3,1,1,1,3,2
5,1,1,1,3,60,20,20,20,0,1,1,2,,1,,,,,280,2,1,3,1,3,1,1,1,1,1
5,1,1,1,2,60,35,0,25,0,1,1,2,,,,1,,,300,2,1,4,3,3,1,2,1,3,2
5,1,1,1,5,26,21,5,0,0,1,1,1,1,,,,,,300,1,1,2,1,2,1,1,1,3,1
5,1,1,1,5,13,13,0,0,0,1,1,2,,1,,,,,300,2,2,2,1,3,1,1,1,1,1
5,1,1,1,3,26,26,0,0,0,1,1,2,,1,,,,,360,1,2,3,3,3,3,3,3,3,1
5,1,1,1,4,21,21,0,0,0,1,1,1,,1,,,,,300,1,1,4,1,3,1,1,1,1,3
5,1,1,1,4,15,15,0,0,0,1,1,1,,1,,,,,300,1,1,3,1,1,1,1,1,1,1
5,1,1,1,5,17,9,8,0,0,1,1,2,1,,,,,,310,1,2,3,1,3,1,1,1,1,1
5,1,1,1,5,17,6,0,11,0,1,1,2,1,,,,,,,2,1,3,1,2,1,1,1,1,1
5,1,1,1,5,18,7,11,0,0,1,1,1,1,,,,,,300,2,1,3,1,3,1,1,1,1,1
5,1,1,1,5,18,7,11,0,0,1,1,1,1,,,,,,300,2,1,3,1,3,1,1,1,1,1
5,1,1,1,3,27,7,20,0,0,1,1,2,,1,,,,,300,1,2,3,1,3,1,1,1,1,1
5,1,1,1,4,23,20,3,0,0,1,1,2,,1,,,,,300,2,1,4,1,3,1,1,1,1,1
5,1,1,1,4,17,14,3,0,2,2,1,2,,1,,,,,,1,1,4,1,3,1,1,1,1,3
5,1,1,1,3,37,30,4,3,0,1,1,2,,1,,,,,300,1,1,4,1,3,1,1,2,1,2
5,1,1,1,3,39,35,4,0,0,1,1,1,,1,,,,,300,1,1,4,1,3,1,1,1,2,3
5,1,2,1,5,29,8,0,21,0,1,1,2,1,,,,,,200,3,2,3,1,1,1,1,1,1,1
5,1,2,1,5,27,22,0,5,0,1,1,2,1,,,,,,200,2,1,3,2,1,1,1,1,1,1
5,1,2,1,5,13,5,0,8,0,1,1,1,1,,,,,,200,3,1,3,2,1,1,1,1,2,1
5,1,2,1,5,8,14,0,-6,0,1,2,1,1,,,,20,,250,2,1,3,1,1,1,1,1,1,1
5,1,2,1,5,,,,0,0,1,1,,,1,,,,,,,,,,,,,,,